name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Adios Golf Club,Coconut Creek,Florida,USA,26.3269138,-80.1740264,"[{""name"":""Black (M)"",""rating"":74.3,""par"":72,""slope"":141},{""name"":""Gold (M)"",""rating"":72.3,""par"":72,""slope"":137},{""name"":""Blue (M)"",""rating"":70.8,""par"":72,""slope"":134},{""name"":""White (M)"",""rating"":69.6,""par"":72,""slope"":121}]",18,72,,,Private,http://www.adiosgolfclub.org
Adirondack Golf Country Club,Peru,New York,USA,44.60903553,-73.48399475,"[{""name"":""Blue (M)"",""rating"":71.9,""par"":72,""slope"":123},{""name"":""White (M)"",""rating"":69.6,""par"":72,""slope"":117},{""name"":""Red (F)"",""rating"":71,""par"":72,""slope"":116}]",18,72,,,Public,http://www.adirondackgolfclub.com
Admirals Cove East Course,Jupiter,Florida,USA,26.9086303,-80.0843953,"[{""name"":""Black (M)"",""rating"":73.6,""par"":70,""slope"":144},{""name"":""Blue (M)"",""rating"":71.8,""par"":70,""slope"":141},{""name"":""White (F)"",""rating"":75.5,""par"":72,""slope"":145},{""name"":""White (M)"",""rating"":69.7,""par"":70,""slope"":138},{""name"":""Green (F)"",""rating"":72.7,""par"":72,""slope"":139},{""name"":""Green (M)"",""rating"":67.4,""par"":70,""slope"":128},{""name"":""Red (M)"",""rating"":66,""par"":70,""slope"":124},{""name"":""Red (F)"",""rating"":70.8,""par"":72,""slope"":136},{""name"":""Gold (M)"",""rating"":63.9,""par"":70,""slope"":119},{""name"":""Gold (F)"",""rating"":68.4,""par"":72,""slope"":124}]",18,70,,,Private,https://www.admiralscove.net/
Admirals Cove Golf Village North Course,Jupiter,Florida,USA,26.903945,-80.0974719,"[{""name"":""Championship (M)"",""rating"":null,""par"":36,""slope"":143},{""name"":""Back (M)"",""rating"":null,""par"":36,""slope"":136},{""name"":""Member (M)"",""rating"":null,""par"":36,""slope"":122},{""name"":""Middle (F)"",""rating"":null,""par"":36,""slope"":142},{""name"":""Middle (M)"",""rating"":null,""par"":36,""slope"":116},{""name"":""Forward (M)"",""rating"":null,""par"":36,""slope"":129},{""name"":""Front (F)"",""rating"":null,""par"":36,""slope"":116}]",9,35,,,Private,https://admiralscove.com/the-golf-village/
Admirals Cove Golf Village South Course,Jupiter,Florida,USA,26.903945,-80.0974719,"[{""name"":""Championship (M)"",""rating"":null,""par"":35,""slope"":143},{""name"":""Back (M)"",""rating"":null,""par"":35,""slope"":138},{""name"":""Member (M)"",""rating"":null,""par"":35,""slope"":123},{""name"":""Middle (M)"",""rating"":null,""par"":35,""slope"":116},{""name"":""Middle (F)"",""rating"":null,""par"":35,""slope"":141},{""name"":""Forward (M)"",""rating"":null,""par"":35,""slope"":131},{""name"":""Front (F)"",""rating"":null,""par"":35,""slope"":118}]",9,36,,,Private,https://admiralscove.com/the-golf-village/
Admirals Cove Golf Village West Course,Jupiter,Florida,USA,26.903945,-80.0974719,"[{""name"":""Championship (M)"",""rating"":null,""par"":35,""slope"":145},{""name"":""Back (M)"",""rating"":null,""par"":35,""slope"":142},{""name"":""Member (M)"",""rating"":null,""par"":35,""slope"":127},{""name"":""Middle (F)"",""rating"":null,""par"":35,""slope"":140},{""name"":""Middle (M)"",""rating"":null,""par"":35,""slope"":119},{""name"":""Forward (F)"",""rating"":null,""par"":35,""slope"":130},{""name"":""Front (F)"",""rating"":null,""par"":35,""slope"":119}]",9,35,,,Private,https://admiralscove.com/the-golf-village/
Adobe Creek Golf Club,Petaluma,California,USA,38.2471487,-122.5886866,"[{""name"":""Gold (M)"",""rating"":73.5,""par"":72,""slope"":132}]",18,72,,,Public,
Adobe Dam Family Golf Center,Glendale,Arizona,USA,33.6960323,-112.1436705,"[{""name"":""Black (M)"",""rating"":70,""par"":31,""slope"":110}]",18,31,,,Public,http://www.adobedamfamilygolfcenter.com
Adobe Wells Golf Course,McAllen,Texas,USA,26.2344555,-98.2680658,"[{""name"":""White (M)"",""rating"":51.6,""par"":54,""slope"":78}]",18,54,,,Private,https://www.adobewells.net/
Adrian Country Club,Westside Township,Minnesota,USA,43.626303,-95.9384043,"[{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":123},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":120},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":115}]",9,36,,,Semi-Private,http://www.adriancountryclub.com/
Advance Country Club,Grayslake,Illinois,USA,42.3134133,-88.1340933,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":113},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":null}]",9,36,,,Private,http://www.stonewallorchard.com/
Aero Club Short Course,Myrtle Beach,South Carolina,USA,33.66122217,-78.92616783,"[{""name"":""Black (M)"",""rating"":70,""par"":54,""slope"":110}]",18,54,,,Semi-Private,http://www.aeroclubgolf.com/
Aeropines Golf Club Hornet Course,Virginia Beach,Virginia,USA,36.79120947,-76.03663445,"[{""name"":""Gold (M)"",""rating"":73.5,""par"":72,""slope"":135},{""name"":""Blue (M)"",""rating"":71.3,""par"":72,""slope"":129},{""name"":""White (M)"",""rating"":69,""par"":72,""slope"":123},{""name"":""White (F)"",""rating"":74.8,""par"":72,""slope"":134},{""name"":""Orange (M)"",""rating"":66.4,""par"":72,""slope"":117},{""name"":""Orange (F)"",""rating"":71.2,""par"":72,""slope"":127},{""name"":""Red (F)"",""rating"":69.2,""par"":72,""slope"":121}]",18,69,,,Public,http://www.navymwroceanadamneck.com
Aeropines Golf Club Tomcat Course,Virginia Beach,Virginia,USA,36.80299666,-76.01792336,"[{""name"":""Gold (M)"",""rating"":72.5,""par"":72,""slope"":128},{""name"":""Blue (M)"",""rating"":71,""par"":72,""slope"":125},{""name"":""White (F)"",""rating"":75.4,""par"":72,""slope"":135},{""name"":""White (M)"",""rating"":69.3,""par"":72,""slope"":122},{""name"":""Orange (F)"",""rating"":72,""par"":72,""slope"":129},{""name"":""Orange (M)"",""rating"":66.2,""par"":72,""slope"":115},{""name"":""Red (F)"",""rating"":70,""par"":72,""slope"":124}]",18,72,,,Public,http://www.navymwroceanadamneck.com
Aetna Springs Golf Course,Pope Valley,California,USA,38.6577104,-122.4816972,"[{""name"":""Blue (M)"",""rating"":34.5,""par"":35,""slope"":119}]",18,35,,,Public,
Afton Golf Course,Afton,New York,USA,42.24322518,-75.51382272,"[{""name"":""Blue (M)"",""rating"":69,""par"":72,""slope"":113},{""name"":""White (M)"",""rating"":68.4,""par"":72,""slope"":112},{""name"":""Gold (M)"",""rating"":null,""par"":72,""slope"":null},{""name"":""Red (F)"",""rating"":65.6,""par"":72,""slope"":110}]",18,72,,,Public,http://www.aftongolf.com
Agate Beach Golf Course,Newport,Oregon,USA,44.6667568,-124.0532664,"[{""name"":""middle (M)"",""rating"":33,""par"":36,""slope"":107},{""name"":""forward (M)"",""rating"":34.7,""par"":38,""slope"":109}]",18,36,,,Public,http://www.agatebeachgolf.net/
Agave Highlands,Cornville,Arizona,USA,34.72693661,-111.9630861,"[{""name"":""Black (M)"",""rating"":71.1,""par"":71,""slope"":121},{""name"":""White (F)"",""rating"":74,""par"":71,""slope"":134},{""name"":""White (M)"",""rating"":68.4,""par"":71,""slope"":116},{""name"":""Gold (M)"",""rating"":65.7,""par"":71,""slope"":110},{""name"":""Gold (F)"",""rating"":71.5,""par"":71,""slope"":123},{""name"":""Teal (M)"",""rating"":63.7,""par"":71,""slope"":105},{""name"":""Teal (F)"",""rating"":68.9,""par"":71,""slope"":118}]",18,71,,,Public,http://agavehighlandsgolf.com
Agawam Hunt,Rumford,Rhode Island,USA,41.8317,-71.3533,"[{""name"":""Blue"",""rating"":72.3,""par"":71,""slope"":132},{""name"":""White"",""rating"":70.1,""par"":71,""slope"":127},{""name"":""Red"",""rating"":72.7,""par"":71,""slope"":121}]",18,69,70.3,128,Private,
Agawam Municipal Golf Course,Feeding Hills,Massachusetts,USA,42.0723533,-72.6843566,"[{""name"":""Blue (M)"",""rating"":null,""par"":71,""slope"":null},{""name"":""White (M)"",""rating"":67,""par"":71,""slope"":110},{""name"":""Gold (M)"",""rating"":null,""par"":71,""slope"":null},{""name"":""Red (F)"",""rating"":70.2,""par"":72,""slope"":110}]",18,71,,,Public,http://www.agawamgolfcourse.com/
Aguila Golf Course,Laveen,Arizona,USA,33.3644418,-112.1429873,"[{""name"":""Black (M)"",""rating"":72.8,""par"":72,""slope"":128},{""name"":""Silver (M)"",""rating"":70.1,""par"":72,""slope"":124},{""name"":""Gold (M)"",""rating"":68,""par"":72,""slope"":115},{""name"":""Gold (F)"",""rating"":74.5,""par"":72,""slope"":126},{""name"":""Green (F)"",""rating"":71.6,""par"":72,""slope"":120}]",18,72,,,Public,https://www.phoenix.gov/parks/golf/phoenix-golf-courses/aguila
Aguila Nine Golf Course,Laveen,Arizona,USA,33.37153831,-112.1363139,"[{""name"":""Green (M)"",""rating"":null,""par"":27,""slope"":null},{""name"":""Black (M)"",""rating"":null,""par"":27,""slope"":null}]",9,27,,,Public,http://phoenix.gov
Ahwanhee Estates and Country Club,Ahwahnee,California,USA,37.369351,-119.701377,[],18,,,,Public,https://sierrameadows.com/
Ahwatukee Country Club,Phoenix,Arizona,USA,33.33307402,-111.9818187,"[{""name"":""Back (M)"",""rating"":70.8,""par"":72,""slope"":120},{""name"":""Middle (M)"",""rating"":68.2,""par"":72,""slope"":115},{""name"":""Forward (M)"",""rating"":70.3,""par"":72,""slope"":112},{""name"":""Yellow (M)"",""rating"":61.2,""par"":72,""slope"":96}]",18,72,,,Semi-Private,http://www.ahwatukeegolf.com/
Aiken Golf Club,Aiken,South Carolina,USA,33.55854769,-81.72805976,"[{""name"":""Medal (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Mid (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Fore (M)"",""rating"":null,""par"":70,""slope"":null}]",18,70,,,Semi-Private,http://www.aikengolfclub.com
Aileron Golf Club,Lake Suzy,Florida,USA,27.0317865,-82.041066,"[{""name"":""Empennage (M)"",""rating"":74.1,""par"":72,""slope"":134},{""name"":""I (F)"",""rating"":77.9,""par"":72,""slope"":140},{""name"":""I (M)"",""rating"":72,""par"":72,""slope"":129},{""name"":""II (F)"",""rating"":75.5,""par"":72,""slope"":134},{""name"":""II (M)"",""rating"":69.8,""par"":72,""slope"":124},{""name"":""III (F)"",""rating"":72.2,""par"":72,""slope"":128},{""name"":""III (M)"",""rating"":67.1,""par"":72,""slope"":115},{""name"":""IV (M)"",""rating"":63.6,""par"":72,""slope"":109},{""name"":""IV (F)"",""rating"":68,""par"":72,""slope"":116}]",18,72,,,Private,https://www.sunseekerresorts.com/play/golf
Ainsworth Municipal Golf Course,Johnstown,Nebraska,USA,42.5629956,-99.9919468,"[{""name"":""Blue (M)"",""rating"":34.2,""par"":36,""slope"":114},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Red (F)"",""rating"":35.7,""par"":36,""slope"":121}]",18,36,,,Public,https://cityofainsworth.com/recreation/golf/
Airport Golf Batting Center,Tumwater,Washington,USA,46.97099939,-122.9177856,"[{""name"":""middle (M)"",""rating"":null,""par"":29,""slope"":null},{""name"":""forward (M)"",""rating"":null,""par"":30,""slope"":null}]",9,30,,,Public,http://www.airportgolfcenter.com
Airport Golf Club,Wolf Point,Montana,USA,48.08990498,-105.5765319,"[{""name"":""Men (M)"",""rating"":null,""par"":36,""slope"":108},{""name"":""Ladies (M)"",""rating"":null,""par"":36,""slope"":106}]",9,36,,,Private,http://facebook.com/wolfpointgolf
Airport Golf Course,Cheyenne,Wyoming,USA,41.16318012,-104.8315001,"[{""name"":""Blue (M)"",""rating"":68.7,""par"":70,""slope"":116},{""name"":""White (F)"",""rating"":72.7,""par"":72,""slope"":130},{""name"":""White (M)"",""rating"":67.4,""par"":70,""slope"":114},{""name"":""Red (M)"",""rating"":64.7,""par"":70,""slope"":108},{""name"":""Red (F)"",""rating"":69.4,""par"":72,""slope"":122},{""name"":""Gold (F)"",""rating"":64.8,""par"":72,""slope"":114},{""name"":""Gold (M)"",""rating"":61.9,""par"":70,""slope"":102}]",18,70,,,Public,http://airportgolfclub.com
Airport Golf Course,Columbus,Ohio,USA,39.9928793,-82.8630635,"[{""name"":""Black (M)"",""rating"":68.7,""par"":72,""slope"":113},{""name"":""Blue (M)"",""rating"":67.4,""par"":72,""slope"":110},{""name"":""White (M)"",""rating"":65.4,""par"":72,""slope"":105},{""name"":""White (F)"",""rating"":70.4,""par"":72,""slope"":116},{""name"":""Orange (F)"",""rating"":65.9,""par"":72,""slope"":106},{""name"":""Orange (M)"",""rating"":61.8,""par"":72,""slope"":98},{""name"":""Purple (M)"",""rating"":null,""par"":72,""slope"":null}]",18,72,,,Public,http://crpdgolf.com/airport_course/
Airport National Golf Course,Cedar Rapids,Iowa,USA,41.886479,-91.6224837,"[{""name"":""White (M)"",""rating"":63.1,""par"":63,""slope"":107},{""name"":""Red (F)"",""rating"":62,""par"":63,""slope"":103}]",18,63,,,Public,https://www.airportnationalpublicgolf.com/
Airway Hills Golf Center,Pullman,Washington,USA,46.7516996,-117.066548,[],18,,,,Public,https://airwayhills.com/
Airway Meadows Golf Course,Gansevoort,New York,USA,43.18030213,-73.63363266,"[{""name"":""Blue (M)"",""rating"":71.2,""par"":72,""slope"":125},{""name"":""White (M)"",""rating"":69.2,""par"":72,""slope"":121},{""name"":""Gold (M)"",""rating"":64.6,""par"":72,""slope"":102},{""name"":""Red (M)"",""rating"":67.4,""par"":71,""slope"":114}]",18,72,,,Public,http://www.airwaymeadowsgolf.com
Airways Golf Course,Fresno,California,USA,36.7780041,-119.7076342,"[{""name"":""White (M)"",""rating"":65,""par"":69,""slope"":112},{""name"":""Red (F)"",""rating"":69.3,""par"":71,""slope"":118}]",18,69,,,Public,https://www.airways.golf/
Airways Golf Course Country Club,West Suffield,Connecticut,USA,41.9620094,-72.7097396,"[{""name"":""Blue (M)"",""rating"":66,""par"":71,""slope"":106},{""name"":""White (M)"",""rating"":65,""par"":71,""slope"":103},{""name"":""Red (M)"",""rating"":65,""par"":71,""slope"":103}]",18,71,,,Public,http://www.airwaysgolf.com/
Ajemians Liverpool Golf Public Country Club,Liverpool,New York,USA,43.11953019,-76.20718002,"[{""name"":""Championship (M)"",""rating"":70.9,""par"":71,""slope"":128},{""name"":""Back (M)"",""rating"":68.9,""par"":71,""slope"":120},{""name"":""Middle (M)"",""rating"":65.6,""par"":71,""slope"":116},{""name"":""Forward (F)"",""rating"":67.5,""par"":73,""slope"":116}]",18,70,,,Public,http://www.lgpcc.com
Ajo Country Club,Ajo,Arizona,USA,32.45113332,-112.8506241,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":111},{""name"":""Red (F)"",""rating"":null,""par"":37,""slope"":117}]",9,36,,,Semi-Private,http://ajogolfcourse.com
Ak-Chin Southern Dunes Golf Club,Maricopa,Arizona,USA,32.9912,-112.0229,"[{""name"":""Championship"",""rating"":75.8,""par"":72,""slope"":144},{""name"":""Tournament"",""rating"":73.4,""par"":72,""slope"":139},{""name"":""Club"",""rating"":70.9,""par"":72,""slope"":133}]",18,72,75.8,141,Public,
Akron Golf Club,Akron,Iowa,USA,42.8190071,-96.5596276,"[{""name"":""Men (M)"",""rating"":null,""par"":36,""slope"":112},{""name"":""Ladies (M)"",""rating"":null,""par"":36,""slope"":125}]",9,36,,,Public,https://akronia.org/index.aspx?NID=863
Ala Wai Golf Course,Honolulu,Hawaii,USA,19.581462,-155.567286,"[{""name"":""Blue"",""rating"":69.1,""par"":70,""slope"":116},{""name"":""White"",""rating"":67.5,""par"":70,""slope"":113}]",18,70,67.8,116,Public,
Alamance Country Club,Burlington,North Carolina,USA,36.09030414,-79.49035533,"[{""name"":""Blue (M)"",""rating"":73.1,""par"":71,""slope"":130},{""name"":""White (M)"",""rating"":71.4,""par"":71,""slope"":126},{""name"":""Combo (M)"",""rating"":69.6,""par"":71,""slope"":124},{""name"":""Green (M)"",""rating"":68.4,""par"":71,""slope"":122},{""name"":""Red (F)"",""rating"":69.3,""par"":71,""slope"":119}]",18,71,,,Private,http://www.alamancecountryclub.com
Alapaha Golf Center,Kingston,New York,USA,41.95018249,-74.01957041,"[{""name"":""White (M)"",""rating"":null,""par"":30,""slope"":117},{""name"":""Red (M)"",""rating"":null,""par"":30,""slope"":null}]",9,30,,,Public,http://www.alapahagolfcenter.com
Alaqua Country Club,Longwood,Florida,USA,28.7446458,-81.3973396,"[{""name"":""Black (M)"",""rating"":71.2,""par"":71,""slope"":138},{""name"":""Black (F)"",""rating"":72.5,""par"":71,""slope"":140},{""name"":""White (M)"",""rating"":69.2,""par"":70,""slope"":135},{""name"":""Gold (M)"",""rating"":68.2,""par"":70,""slope"":133},{""name"":""Blue (M)"",""rating"":65.5,""par"":70,""slope"":128},{""name"":""Blue (F)"",""rating"":70.7,""par"":71,""slope"":135},{""name"":""Blue/Red (F)"",""rating"":68.2,""par"":71,""slope"":124},{""name"":""Red (M)"",""rating"":62.6,""par"":70,""slope"":120},{""name"":""Red (F)"",""rating"":67.5,""par"":71,""slope"":114}]",18,70,,,Private,http://alaquacc.com/
Albany 18 Hole Public Course,Albany,Minnesota,USA,45.6250188,-94.5629767,"[{""name"":""Blue (M)"",""rating"":71.8,""par"":72,""slope"":137}]",18,72,,,Public,http://albanygolfcourse.com/
Albany Country Club,Voorheesville,New York,USA,42.6816559,-73.92333227,"[{""name"":""Blue (M)"",""rating"":72.4,""par"":72,""slope"":125},{""name"":""White (M)"",""rating"":70.9,""par"":72,""slope"":125},{""name"":""Green (M)"",""rating"":69.5,""par"":72,""slope"":121},{""name"":""Black (M)"",""rating"":67.7,""par"":72,""slope"":120},{""name"":""Yellow (F)"",""rating"":73.7,""par"":73,""slope"":129},{""name"":""Red (M)"",""rating"":65.8,""par"":72,""slope"":116},{""name"":""Red (F)"",""rating"":72.1,""par"":73,""slope"":126}]",18,72,,,Private,http://www.albanycc.cc
Albany Golf Club,Albany,Texas,USA,32.7344145,-99.3010951,"[{""name"":""White (M)"",""rating"":34.8,""par"":35,""slope"":122},{""name"":""Blue (M)"",""rating"":34.1,""par"":35,""slope"":115},{""name"":""Ladies (M)"",""rating"":33.5,""par"":35,""slope"":113}]",18,35,,,Public,http://albanygc.golf/
Albany Golf Course,Albany,Oregon,USA,44.6434861,-123.1021026,[],18,72,,,Public,https://albany-golf.com/
Albertville Golf and Country Club,Albertville,Alabama,USA,34.2963567,-86.1990439,"[{""name"":""Blue (M)"",""rating"":70.3,""par"":72,""slope"":120}]",18,72,,,Public,
Albia Golf and Leisure,Albia,Iowa,USA,41.03178,-92.7852619,"[{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":123},{""name"":""White (M)"",""rating"":null,""par"":39,""slope"":null}]",9,36,,,Semi-Private,http://www.albiagolfandleisure.com/
Albion Country Club,Albion,Nebraska,USA,41.6869953,-98.0207071,"[{""name"":""Blue (M)"",""rating"":34.4,""par"":36,""slope"":116},{""name"":""White (M)"",""rating"":33.8,""par"":36,""slope"":114},{""name"":""Red (F)"",""rating"":33.8,""par"":38,""slope"":109}]",18,36,,,Semi-Private,https://albioncountryclub.com/
Albion Ridges Golf Course,Albion Township,Minnesota,USA,45.1829488,-94.0477498,"[{""name"":""Black (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":36,""slope"":null}]",9,36,,,Public,https://www.albionridgesgc.com/
Albuquerque Country Club,Albuquerque,New Mexico,USA,35.08766923,-106.67068,"[{""name"":""Black (M)"",""rating"":70.8,""par"":70,""slope"":122},{""name"":""Black/Blue (M)"",""rating"":70.3,""par"":70,""slope"":121},{""name"":""Blue (M)"",""rating"":68.8,""par"":70,""slope"":117},{""name"":""Blue (F)"",""rating"":75.2,""par"":70,""slope"":132},{""name"":""Gold (M)"",""rating"":66.2,""par"":70,""slope"":112},{""name"":""Gold (F)"",""rating"":72,""par"":70,""slope"":125},{""name"":""White (M)"",""rating"":64.9,""par"":70,""slope"":111},{""name"":""White (F)"",""rating"":70.7,""par"":70,""slope"":123}]",18,70,,,Private,http://www.albuquerquecountryclub.org
Alburg Country Club,South Alburg,Vermont,USA,44.90845011,-73.30540795,"[{""name"":""Blue (M)"",""rating"":70.1,""par"":72,""slope"":121},{""name"":""White (M)"",""rating"":67.3,""par"":72,""slope"":115},{""name"":""Gold (M)"",""rating"":66.8,""par"":72,""slope"":110},{""name"":""Red (F)"",""rating"":66.4,""par"":72,""slope"":105}]",18,72,,,Semi-Private,http://www.alburggolflinks.com
Aldarra Golf Club,Sammamish,Washington,USA,47.5817,-121.9867,"[{""name"":""Black"",""rating"":75.2,""par"":72,""slope"":143},{""name"":""Blue"",""rating"":72.8,""par"":72,""slope"":138},{""name"":""White"",""rating"":70.3,""par"":72,""slope"":131}]",18,71,75.3,147,Private,
